Info,,,,LAZARUS,,,,,,,OFFICIAL,,,,,,,CHANGES,,,,,,,,,,,,,,,LEVEL - UP MOVES,,,,,,,,,,,,,,,,,,,,,,,,,,,EGG MOVES,,,,,,,,,,,,,,,,,,TM/HM MOVES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MOVE TUTOR MOVES,,,,,,,,,,,,,,,,,,,,,,,,
Name,#,Type,,HP,ATK,DEF,SPA,SPD,SPE,BST,HP,ATK,DEF,SPA,SPD,SPE,BST,HP,ATK,DEF,SPA,SPD,SPE,BST,Ability 1,Ability 2,Hidden Ability,Evolution,Held Item,Location,Egg Groups,,Move 1,Move 2,Move 3,Move 4,Move 5,Move 6,Move 7,Move 8,Move 9,Move 10,Move 11,Move 12,Move 13,Move 14,Move 15,Move 16,Move 17,Move 18,Move 19,Move 20,Move 21,Move 22,Move 23,Move 23,Move 24,Move 25,Move 26,Move 1,Move 2,Move 3,Move 4,Move 5,Move 6,Move 7,Move 8,Move 9,Move 10,Move 11,Move 12,Move 13,Move 14,Move 15,Move 16,Move 17,Move 18,Move 1,Move 2,Move 3,Move 4,Move 5,Move 6,Move 7,Move 8,Move 9,Move 10,Move 11,Move 12,Move 13,Move 14,Move 15,Move 16,Move 17,Move 18,Move 19,Move 20,Move 21,Move 22,Move 23,Move 24,Move 25,Move 26,Move 27,Move 28,Move 29,Move 30,Move 31,Move 32,Move 33,Move 34,Move 35,Move 36,Move 37,Move 38,Move 39,Move 40,Move 41,Move 1,Move 2,Move 3,Move 4,Move 5,Move 6,Move 7,Move 8,Move 9,Move 10,Move 11,Move 12,Move 13,Move 14,Move 15,Move 16,Move 17,Move 18,Move 19,Move 20,Move 21,Move 22,Move 23,Move 24,Move 25
Meowscarada,21,Grass,Dark,76,110,70,81,70,123,530,76,110,70,81,70,123,530,0,0,0,0,0,0,0,Overgrow,Unnerve,Protean,Lv. 36,,Floragato (evolve),Field,Grass,"1, Double Team","1, Trick","1, Leafage","1, Scratch","1, Tail Whip","7, Bite","10, Hone Claws","13, Magical Leaf","15, Quick Attack","20, Seed Bomb","24, U-Turn","29, Worry Seed","33, Slash","Evo, Flower Trick","38, Night Slash","40, Energy Ball","43, Play Rough","46, Knock Off","50, Grassy Terrain","55, Leaf Storm",,,,,,,,Ally Switch,Copycat,Leech Seed,Petal Blizzard,Sucker Punch,,,,,,,,,,,,,,TM09 - Bullet Seed,TM12 - Taunt,TM15 - Hyper Beam,TM17 - Protect,TM19 - Giga Drain,TM22 - Solar Beam,TM30 - Shadow Ball,TM31 - Brick Break,TM32 - Double Team,TM40 - Aerial Ace,TM42 - Facade,TM44 - Rest,TM46 - Thief,TM48 - Skill Swap,,,,,,,,,,,,,,,,,,,,,,,,,,,,Endure,Mud-Slap,Psych Up,Sleep Talk,Swift,Thunder Punch,,,,,,,,,,,,,,,,,,,
Fuecoco,22,Fire,,67,45,59,63,40,36,310,67,45,59,63,40,36,310,0,0,0,0,0,0,0,Blaze,Unaware,Dry Skin,,,"Starter, 170 Unique Species (event) Sea of Vulcai (wild)",Field,Field,"1, Tackle","1, Leer","1, Ember","7, Round","12, Bite","15, Incinerate","17, Yawn","21, Snarl","25, Roar","28, Flamethrower","32, Hyper Voice","36, Fire Blast",,,,,,,,,,,,,,,,Belch,Curse,Encore,Slack Off,,,,,,,,,,,,,,,TM05 - Roar,TM11 - Sunny Day,TM17 - Protect,TM28 - Dig,TM35 - Flamethrower,TM38 - Fire Blast,TM42 - Facade,TM44 - Rest,TM50 - Overheat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Body Slam,Endure,Mud-Slap,Sleep Talk,,,,,,,,,,,,,,,,,,,,,
Crocalor,23,Fire,,81,55,78,90,58,49,411,81,55,78,90,58,49,411,0,0,0,0,0,0,0,Blaze,Unaware,Dry Skin,Lv. 16,,Fuecoco (evolve),Field,Field,"1, Tackle","1, Leer","1, Ember","7, Lick","10, Round","12, Bite","15, Yawn","17, Incinerate","24, Snarl","28, Roar","32, Flamethrower","38, Hyper Voice","42, Will-O-Wisp","47, Fire Blast",,,,,,,,,,,,,,Belch,Curse,Encore,Slack Off,,,,,,,,,,,,,,,TM05 - Roar,TM11 - Sunny Day,TM17 - Protect,TM28 - Dig,TM35 - Flamethrower,TM38 - Fire Blast,TM42 - Facade,TM44 - Rest,TM50 - Overheat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Body Slam,Endure,Mud-Slap,Sleep Talk,,,,,,,,,,,,,,,,,,,,,
Skeledirge,24,Fire,Ghost,104,75,100,110,75,66,530,104,75,100,110,75,66,530,0,0,0,0,0,0,0,Blaze,Unaware,Dry Skin,Lv. 36,,Crocalor (evolve),Field,Field,"1, Sing","1, Yawn","1, Ember","1, Tackle","1, Leer","7, Lick","10, Round","12, Scary Face","15, Bite","17, Incinerate","24, Snarl","28, Roar","32, Flamethrower","Evo, Torch Song","38, Shadow Ball","40, Hyper Voice","43, Will-O-Wisp","46, Hex","50, Fire Blast","55, Overheat",,,,,,,,Belch,Curse,Encore,Slack Off,,,,,,,,,,,,,,,TM05 - Roar,TM11 - Sunny Day,TM15 - Hyper Beam,TM17 - Protect,TM22 - Solar Beam,TM26 - Earthquake,TM28 - Dig,TM30 - Shadow Ball,TM35 - Flamethrower,TM38 - Fire Blast,TM42 - Facade,TM44 - Rest,TM50 - Overheat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Body Slam,Endure,Mud-Slap,Sleep Talk,,,,,,,,,,,,,,,,,,,,,
Quaxly,25,Water,,55,65,45,50,45,50,310,55,65,45,50,45,50,310,0,0,0,0,0,0,0,Torrent,Strong Legs,Moxie,,,"Starter, 170 Unique Species (event) Sea of Vulcai (wild)",Flying,Water 1,"1, Pound","1, Growl","1, Water Gun","7, Work Up","10, Wing Attack","13, Aqua Jet","17, Double Hit","21, Aqua Cutter","24, Air Slash","28, Focus Energy","31, Acrobatics","35, Liquidation",,,,,,,,,,,,,,,,Detect,Last Resort,Rapid Spin,Roost,,,,,,,,,,,,,,,TM17 - Protect,TM18 - Rain Dance,TM40 - Aerial Ace,TM42 - Facade,TM44 - Rest,HM03 - Surf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Endure,Psych Up,Sleep Talk,Swift,,,,,,,,,,,,,,,,,,,,,
Quaxwell,26,Water,,70,85,65,65,60,65,410,70,85,65,65,60,65,410,0,0,0,0,0,0,0,Torrent,Strong Legs,Moxie,Lv. 16,,Quaxly (evolve),Flying,Water 1,"1, Pound","1, Growl","1, Water Gun","1, Double Hit","7, Work Up","10, Wing Attack","13, Aqua Jet","17, Water Pulse","19, Low Sweep","23, Aqua Cutter","27, Air Slash","32, Focus Energy","38, Acrobatics","43, Liquidation","48, Feather Dance",,,,,,,,,,,,,Detect,Last Resort,Rapid Spin,Roost,,,,,,,,,,,,,,,TM03 - Water Pulse,TM17 - Protect,TM18 - Rain Dance,TM40 - Aerial Ace,TM42 - Facade,TM44 - Rest,HM03 - Surf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Endure,Psych Up,Sleep Talk,Swift,,,,,,,,,,,,,,,,,,,,,
Quaquaval,27,Water,Fighting,85,125,85,75,75,85,530,85,120,80,85,75,85,530,0,5,5,-10,0,0,0,Torrent,Strong Legs,Moxie,Lv. 36,,Quaxwell (evolve),Flying,Water 1,"1, Counter","1, Pound","1, Growl","1, Water Gun","1, Double Hit","7, Work Up","10, Wing Attack","13, Aqua Jet","17, Low Sweep","17, Water Pulse","21, Aqua Cutter","27, Air Slash","32, Focus Energy","Evo, Aqua Step","38, Mega Kick","40, Acrobatics","43, Liquidation","46, Feather Dance","50, Close Combat","55, Wave Crash",,,,,,,,Detect,Last Resort,Rapid Spin,Roost,,,,,,,,,,,,,,,TM03 - Water Pulse,TM08 - Bulk Up,TM12 - Taunt,TM15 - Hyper Beam,TM17 - Protect,TM18 - Rain Dance,TM31 - Brick Break,TM40 - Aerial Ace,TM42 - Facade,TM44 - Rest,HM03 - Surf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Counter,Endure,Icy Wind,Mega Kick,Psych Up,Sleep Talk,Swift,Swords Dance,,,,,,,,,,,,,,,,,
Pansage,28,Grass,Normal,50,58,53,58,53,64,336,50,53,48,53,48,64,316,0,5,5,5,5,0,20,Gluttony,Cud Chew,Overgrow,,,Acrisia City (wild),Field,Field,"1, Scratch","1, Play Nice","4, Leer","7, Lick","10, Vine Whip","13, Fury Swipes","16, Leech Seed","19, Bite","22, Seed Bomb","25, Torment","28, Fling","30, Slam","32, Acrobatics","34, Grass Knot","37, Recycle","40, Natural Gift","43, Crunch","46, Spiky Shield",,,,,,,,,,Covet,Low Kick,Tickle,Nasty Plot,Role Play,Astonish,Grass Whistle,Magical Leaf,Bullet Seed,Leaf Storm,Disarming Voice,Spiky Shield,,,,,,,TM01 - Focus Punch,TM06 - Toxic,TM09 - Bullet Seed,TM11 - Sunny Day,TM12 - Taunt,TM17 - Protect,TM19 - Giga Drain,TM22 - Solar Beam,TM23 - Iron Tail,TM28 - Dig,TM32 - Double Team,TM39 - Rock Tomb,TM41 - Torment,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM46 - Thief,HM01 - Cut,HM05 - Flash,HM06 - Rock Smash,,,,,,,,,,,,,,,,,,,,,,Sleep Talk,Snore,Swagger,,,,,,,,,,,,,,,,,,,,,,
Simisage,29,Grass,,75,103,63,98,63,103,505,75,98,63,98,63,101,498,0,5,0,0,0,2,7,Gluttony,Cud Chew,Overgrow,Leaf Stone,,Pansage (evolve),Field,Field,,,,,,,,,,,,,,,,,,,,,,,,,,,,Covet,Low Kick,Tickle,Nasty Plot,Role Play,Astonish,Grass Whistle,Magical Leaf,Bullet Seed,Leaf Storm,Disarming Voice,Spiky Shield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pansear,30,Fire,Normal,50,58,53,58,53,64,336,50,53,48,53,48,64,316,0,5,5,5,5,0,20,Gluttony,Cud Chew,Blaze,,,Acrisia City (wild),Field,Field,"1, Scratch","1, Play Nice","4, Leer","7, Lick","10, Incinerate","13, Fury Swipes","16, Yawn","19, Snarl","22, Flame Burst","25, Amnesia","28, Fling","30, Chatter","32, Acrobatics","34, Fire Blast","37, Recycle","40, Natural Gift","43, Hyper Voice","46, Burning Bulwark",,,,,,,,,,Covet,Low Kick,Tickle,Nasty Plot,Role Play,Astonish,Sleep Talk,Fire Spin,Fire Punch,Heat Wave,Disarming Voice,Belch,Flare Blitz,,,,,,TM01 - Focus Punch,TM06 - Toxic,TM11 - Sunny Day,TM12 - Taunt,TM17 - Protect,TM22 - Solar Beam,TM23 - Iron Tail,TM28 - Dig,TM32 - Double Team,TM35 - Flamethrower,TM38 - Fire Blast,TM39 - Rock Tomb,TM41 - Torment,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM46 - Thief,TM50 - Overheat,HM01 - Cut,HM06 - Rock Smash,,,,,,,,,,,,,,,,,,,,,,Fire Punch,Sleep Talk,Snore,Swagger,,,,,,,,,,,,,,,,,,,,,
Simisear,31,Fire,,82,93,63,103,63,101,505,75,98,63,98,63,101,498,7,-5,0,5,0,0,7,Gluttony,Cud Chew,Blaze,Fire Stone,,Pansear (evolve),Field,Field,,,,,,,,,,,,,,,,,,,,,,,,,,,,Covet,Low Kick,Tickle,Nasty Plot,Role Play,Astonish,Sleep Talk,Fire Spin,Fire Punch,Heat Wave,Disarming Voice,Belch,Flare Blitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panpour,32,Water,Normal,50,58,53,58,53,64,336,50,53,48,53,48,64,316,0,5,5,5,5,0,20,Gluttony,Cud Chew,Torrent,,,Acrisia City (wild),Field,Field,"1, Scratch","1, Play Nice","4, Leer","7, Lick","10, Water Gun","13, Fury Swipes","16, Water Sport","19, Bite","22, Bubble Beam","25, Taunt","28, Fling","30, Extrasensory","32, Acrobatics","34, Scald","37, Recycle","40, Natural Gift","43, Crunch","46, Take Heart",,,,,,,,,,Covet,Low Kick,Tickle,Nasty Plot,Role Play,Astonish,Aqua Ring,Aqua Tail,Mud Sport,Hydro Pump,Disarming Voice,,,,,,,,TM01 - Focus Punch,TM03 - Water Pulse,TM06 - Toxic,TM07 - Hail,TM12 - Taunt,TM13 - Ice Beam,TM14 - Blizzard,TM17 - Protect,TM18 - Rain Dance,TM23 - Iron Tail,TM28 - Dig,TM32 - Double Team,TM39 - Rock Tomb,TM41 - Torment,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM46 - Thief,HM01 - Cut,HM03 - Surf,HM06 - Rock Smash,HM07 - Waterfall,HM08 - Dive,,,,,,,,,,,,,,,,,,,Ice Punch,Icy Wind,Sleep Talk,Snore,Swagger,,,,,,,,,,,,,,,,,,,,
Simipour,33,Water,,75,103,63,103,63,98,505,75,98,63,98,63,101,498,0,5,0,5,0,-3,7,Gluttony,Cud Chew,Torrent,Water Stone,,Panpour (evolve),Field,Field,,,,,,,,,,,,,,,,,,,,,,,,,,,,Covet,Low Kick,Tickle,Nasty Plot,Role Play,Astonish,Aqua Ring,Aqua Tail,Mud Sport,Hydro Pump,Disarming Voice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lillipup,34,Normal,,45,60,45,25,45,55,275,45,60,45,25,45,55,275,0,0,0,0,0,0,0,Vital Spirit,Pickup,Run Away,,,"Bronze Fields N, Bronze Fields S, Kalami City (wild)",Field,Field,"1, Leer","1, Tackle","5, Odor Sleuth","8, Bite","10, Baby-Doll Eyes","12, Helping Hand","15, Take Down","19, Work Up","22, Crunch","26, Roar","29, Retaliate","33, Reversal","36, Last Resort","40, Giga Impact","45, Play Rough",,,,,,,,,,,,,Howl,Sand Attack,Mud-Slap,Lick,Charm,Endure,Yawn,Pursuit,Fire Fang,Thunder Fang,Ice Fang,After You,Psychic Fangs,,,,,,TM05 - Roar,TM06 - Toxic,TM11 - Sunny Day,TM17 - Protect,TM18 - Rain Dance,TM24 - Thunderbolt,TM28 - Dig,TM30 - Shadow Ball,TM32 - Double Team,TM34 - Shock Wave,TM39 - Rock Tomb,TM40 - Aerial Ace,TM42 - Facade,TM44 - Rest,TM45 - Attract,HM06 - Rock Smash,,,,,,,,,,,,,,,,,,,,,,,,,,Endure,Mud-Slap,Sleep Talk,Snore,Swagger,Thunder Wave,,,,,,,,,,,,,,,,,,,
Herdier,35,Normal,,65,80,65,35,65,60,370,65,80,65,35,65,60,370,0,0,0,0,0,0,0,Intimidate,Sand Rush,Scrappy,Lv. 16,,Kalami City (wild),Field,Field,"1, Leer","1, Tackle","5, Odor Sleuth","8, Bite","12, Helping Hand","15, Take Down","20, Work Up","24, Crunch","27, Roar","29, Bulldoze","33, Retaliate","37, Reversal","39, High Horsepower","42, Last Resort","46, Lunge","50, Play Rough",,,,,,,,,,,,Howl,Sand Attack,Mud-Slap,Lick,Charm,Endure,Yawn,Pursuit,Fire Fang,Thunder Fang,Ice Fang,After You,Psychic Fangs,,,,,,TM05 - Roar,TM06 - Toxic,TM11 - Sunny Day,TM17 - Protect,TM18 - Rain Dance,TM24 - Thunderbolt,TM28 - Dig,TM30 - Shadow Ball,TM32 - Double Team,TM34 - Shock Wave,TM39 - Rock Tomb,TM40 - Aerial Ace,TM42 - Facade,TM44 - Rest,TM45 - Attract,HM03 - Surf,HM04 - Strength,HM06 - Rock Smash,,,,,,,,,,,,,,,,,,,,,,,,Endure,Mud-Slap,Sleep Talk,Snore,Swagger,Thunder Wave,,,,,,,,,,,,,,,,,,,
Stoutland,36,Normal,,105,110,90,45,90,80,520,85,110,90,45,90,80,500,20,0,0,0,0,0,20,Intimidate,Sand Rush,Scrappy,Lv. 32,,Herdier (evolve),Field,Field,"1, Ice Fang","1, Fire Fang","1, Thunder Fang","1, Leer","1, Tackle","5, Odor Sleuth","8, Bite","12, Helping Hand","15, Take Down","20, Work Up","24, Crunch","27, Roar","29, Bulldoze","Evo, Body Slam","33, Retaliate","37, Reversal","39, High Horsepower","42, Last Resort","46, Lunge","50, Play Rough",,,,,,,,Howl,Sand Attack,Mud-Slap,Lick,Charm,Endure,Yawn,Pursuit,Fire Fang,Thunder Fang,Ice Fang,After You,Psychic Fangs,,,,,,TM05 - Roar,TM06 - Toxic,TM11 - Sunny Day,TM15 - Hyper Beam,TM17 - Protect,TM18 - Rain Dance,TM24 - Thunderbolt,TM25 - Thunder,TM28 - Dig,TM30 - Shadow Ball,TM32 - Double Team,TM34 - Shock Wave,TM39 - Rock Tomb,TM40 - Aerial Ace,TM42 - Facade,TM44 - Rest,TM45 - Attract,HM03 - Surf,HM04 - Strength,HM06 - Rock Smash,,,,,,,,,,,,,,,,,,,,,,Endure,Mud-Slap,Sleep Talk,Snore,Swagger,Thunder Wave,,,,,,,,,,,,,,,,,,,
Pikipek,37,Normal,Flying,35,75,30,30,30,65,265,35,75,30,30,30,65,265,0,0,0,0,0,0,0,Keen Eye,Skill Link,Pickup,,Oran Berry,"Acrisia City, Bronze Fields N, Bronze Fields S (wild)",Flying,Flying,"1, Peck","3, Growl","7, Echoed Voice","9, Rock Smash","13, Supersonic","15, Pluck","19, Roost","21, Fury Attack","25, Screech","27, Drill Peck","31, Bullet Seed","33, Feather Dance","37, Hyper Voice",,,,,,,,,,,,,,,Brave Bird,Boomburst,Mirror Move,Tailwind,Uproar,,,,,,,,,,,,,,TM06 - Toxic,TM09 - Bullet Seed,TM11 - Sunny Day,TM17 - Protect,TM31 - Brick Break,TM32 - Double Team,TM40 - Aerial Ace,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM46 - Thief,TM47 - Steel Wing,HM02 - Fly,HM06 - Rock Smash,,,,,,,,,,,,,,,,,,,,,,,,,,,,Endure,Sleep Talk,Snore,Swagger,Swords Dance,,,,,,,,,,,,,,,,,,,,
Trumbeak,38,Normal,Flying,55,85,50,40,50,75,355,55,85,50,40,50,75,355,0,0,0,0,0,0,0,Keen Eye,Skill Link,Pickup,Lv. 14,,"Sea of Asteri, Kaptara Island (wild)",Flying,Flying,"1, Rock Blast","1, Peck","3, Growl","7, Echoed Voice","9, Rock Smash","13, Supersonic","16, Pluck","21, Roost","24, Fury Attack","29, Screech","32, Drill Peck","37, Bullet Seed","40, Feather Dance","45, Hyper Voice",,,,,,,,,,,,,,Brave Bird,Boomburst,Mirror Move,Tailwind,Uproar,,,,,,,,,,,,,,TM06 - Toxic,TM09 - Bullet Seed,TM11 - Sunny Day,TM17 - Protect,TM31 - Brick Break,TM32 - Double Team,TM40 - Aerial Ace,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM46 - Thief,TM47 - Steel Wing,HM02 - Fly,HM06 - Rock Smash,,,,,,,,,,,,,,,,,,,,,,,,,,,,Endure,Sleep Talk,Snore,Swagger,Swift,Swords Dance,,,,,,,,,,,,,,,,,,,
Toucannon,39,Normal,Flying,80,120,75,75,75,60,485,80,120,75,75,75,60,485,0,0,0,0,0,0,0,Keen Eye,Skill Link,Sheer Force,Lv. 28,,Trumbeak (evolve),Flying,Flying,"1, Rock Blast","1, Peck","3, Growl","7, Echoed Voice","9, Rock Smash","13, Supersonic","16, Pluck","21, Roost","24, Fury Attack","Evo, Beak Blast","30, Screech","32, Drill Peck","37, Bullet Seed","40, Feather Dance","43, Flame Charge","47, Hyper Voice",,,,,,,,,,,,Brave Bird,Boomburst,Mirror Move,Tailwind,Uproar,,,,,,,,,,,,,,TM06 - Toxic,TM09 - Bullet Seed,TM11 - Sunny Day,TM15 - Hyper Beam,TM17 - Protect,TM31 - Brick Break,TM32 - Double Team,TM40 - Aerial Ace,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM46 - Thief,TM47 - Steel Wing,TM50 - Overheat,HM02 - Fly,HM06 - Rock Smash,,,,,,,,,,,,,,,,,,,,,,,,,,Endure,Psych Up,Sleep Talk,Snore,Swagger,Swift,Swords Dance,,,,,,,,,,,,,,,,,,
Ducklett,40,Water,Flying,62,44,50,44,50,55,305,62,44,50,44,50,55,305,0,0,0,0,0,0,0,Keen Eye,Big Pecks,Drizzle,,,"Acrisia City, Bronze Fields N, Wanderer`s Woods (wild)",Flying,Water 1,"1, Water Gun","3, Water Sport","6, Defog","9, Wing Attack","13, Water Pulse","15, Aerial Ace","18, Bubble Beam","20, Feather Dance","23, Icy Wind","25, Aqua Ring","27, Air Slash","30, Roost","34, Rain Dance","37, Tailwind","39, Glare","41, Brave Bird","46, Hurricane","50, Bleakwind Storm","52, Wildbolt Storm","54, Sandsear Storm",,,,,,,,Steel Wing,Brine,Gust,Air Cutter,Mirror Move,Me First,Lucky Chant,Mud Sport,Aqua Jet,,,,,,,,,,TM03 - Water Pulse,TM06 - Toxic,TM07 - Hail,TM13 - Ice Beam,TM17 - Protect,TM18 - Rain Dance,TM32 - Double Team,TM40 - Aerial Ace,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM47 - Steel Wing,HM02 - Fly,HM03 - Surf,HM08 - Dive,,,,,,,,,,,,,,,,,,,,,,,,,,,Double-Edge,Endure,Icy Wind,Sleep Talk,Snore,Swagger,Swift,,,,,,,,,,,,,,,,,,
Swanna,41,Water,Flying,85,92,63,92,63,98,493,75,87,63,87,63,98,473,10,5,0,5,0,0,20,Intimidate,Big Pecks,Drizzle,Lv. 31,,Ducklett (evolve),Flying,Water 1,"1, Water Gun","3, Water Sport","6, Defog","9, Wing Attack","13, Water Pulse","15, Aerial Ace","18, Bubble Beam","20, Feather Dance","23, Icy Wind","25, Aqua Ring","27, Air Slash","30, Roost","34, Rain Dance","37, Tailwind","39, Glare","41, Brave Bird","46, Hurricane","50, Bleakwind Storm","52, Wildbolt Storm","54, Sandsear Storm",,,,,,,,Steel Wing,Brine,Gust,Air Cutter,Mirror Move,Me First,Lucky Chant,Mud Sport,Aqua Jet,,,,,,,,,,TM03 - Water Pulse,TM06 - Toxic,TM07 - Hail,TM13 - Ice Beam,TM15 - Hyper Beam,TM17 - Protect,TM18 - Rain Dance,TM32 - Double Team,TM40 - Aerial Ace,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM47 - Steel Wing,HM02 - Fly,HM03 - Surf,HM08 - Dive,,,,,,,,,,,,,,,,,,,,,,,,,,Double-Edge,Endure,Icy Wind,Sleep Talk,Snore,Swagger,Swift,,,,,,,,,,,,,,,,,,
Hoppip,42,Grass,Flying,35,35,40,35,55,50,250,35,35,40,35,55,50,250,0,0,0,0,0,0,0,Chlorophyll,Leaf Guard,Hospitality,,,"Bronze Fields N, Bronze Fields S (wild)",Fairy,Grass,"1, Absorb","1, Splash","4, Synthesis","6, Tail Whip","8, Tackle","10, Fairy Wind","12, Poison Powder","14, Stun Spore","16, Sleep Powder","19, Bullet Seed","22, Leech Seed","25, Mega Drain","28, Acrobatics","31, Rage Powder","34, Cotton Spore","37, U-turn","40, Worry Seed","43, Giga Drain","46, Bounce","49, Memento",,,,,,,,Confusion,Encore,Double-Edge,Amnesia,Helping Hand,Aromatherapy,Worry Seed,Cotton Guard,Seed Bomb,Endure,Grassy Terrain,Strength Sap,,,,,,,TM06 - Toxic,TM09 - Bullet Seed,TM11 - Sunny Day,TM16 - Light Screen,TM17 - Protect,TM18 - Rain Dance,TM19 - Giga Drain,TM22 - Solar Beam,TM32 - Double Team,TM33 - Reflect,TM40 - Aerial Ace,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM46 - Thief,TM57 - Dazzling Gleam,TM60 - U-Turn,HM05 - Flash,,,,,,,,,,,,,,,,,,,,,,,,Defense Curl,Double-Edge,Endure,Psych Up,Sleep Talk,Snore,Swagger,Swords Dance,,,,,,,,,,,,,,,,,
Skiploom,43,Grass,Flying,65,45,50,45,65,80,350,55,45,50,45,65,80,340,10,0,0,0,0,0,10,Chlorophyll,Leaf Guard,Hospitality,Lv. 18,,Kaptara Island (wild),Fairy,Grass,"1, Absorb","1, Splash","4, Synthesis","6, Tail Whip","8, Tackle","10, Fairy Wind","12, Poison Powder","14, Stun Spore","16, Sleep Powder","20, Bullet Seed","24, Leech Seed","28, Mega Drain","32, Acrobatics","36, Rage Powder","40, Cotton Spore","44, U-turn","48, Worry Seed","52, Giga Drain","56, Bounce","60, Memento",,,,,,,,Confusion,Encore,Double-Edge,Amnesia,Helping Hand,Aromatherapy,Worry Seed,Cotton Guard,Seed Bomb,Endure,Grassy Terrain,Strength Sap,,,,,,,TM06 - Toxic,TM09 - Bullet Seed,TM11 - Sunny Day,TM16 - Light Screen,TM17 - Protect,TM18 - Rain Dance,TM19 - Giga Drain,TM22 - Solar Beam,TM32 - Double Team,TM33 - Reflect,TM40 - Aerial Ace,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM46 - Thief,TM57 - Dazzling Gleam,TM60 - U-Turn,HM05 - Flash,,,,,,,,,,,,,,,,,,,,,,,,Defense Curl,Double-Edge,Endure,Psych Up,Sleep Talk,Snore,Swagger,Swords Dance,,,,,,,,,,,,,,,,,
Jumpluff,44,Grass,Flying,85,55,85,55,100,100,480,75,55,70,55,95,110,460,10,0,15,0,5,-10,20,Chlorophyll,Leaf Guard,Hospitality,Lv. 27,,Skiploom (evolve),Fairy,Grass,"1, Absorb","1, Splash","4, Synthesis","6, Tail Whip","8, Tackle","10, Fairy Wind","12, Poison Powder","14, Stun Spore","16, Sleep Powder","20, Bullet Seed","24, Leech Seed","29, Mega Drain","33, Acrobatics","36, Matcha Gotcha","39, Rage Powder","44, Cotton Spore","46, Spore","49, U-turn","54, Worry Seed","59, Giga Drain","64, Bounce","69, Memento",,,,,,Confusion,Encore,Double-Edge,Amnesia,Helping Hand,Aromatherapy,Worry Seed,Cotton Guard,Seed Bomb,Endure,Grassy Terrain,Strength Sap,,,,,,,TM06 - Toxic,TM09 - Bullet Seed,TM11 - Sunny Day,TM15 - Hyper Beam,TM16 - Light Screen,TM17 - Protect,TM18 - Rain Dance,TM19 - Giga Drain,TM22 - Solar Beam,TM32 - Double Team,TM33 - Reflect,TM40 - Aerial Ace,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM46 - Thief,TM57 - Dazzling Gleam,TM60 - U-Turn,HM05 - Flash,,,,,,,,,,,,,,,,,,,,,,,Defense Curl,Double-Edge,Endure,Psych Up,Sleep Talk,Snore,Swagger,Swords Dance,,,,,,,,,,,,,,,,,
Nincada,45,Bug,Ground,31,45,90,30,30,40,266,31,45,90,30,30,40,266,0,0,0,0,0,0,0,Compound Eyes,Shed Skin,Run Away,,,"Bronze Fields N, Bronze Fields S (wild)",Bug,Bug,"1, Scratch","1, Harden","5, Absorb","9, Sand Attack","13, Fury Swipes","17, Mud-Slap","21, Metal Claw","25, Mind Reader","29, Bide","33, False Swipe","37, Dig",,,,,,,,,,,,,,,,,Endure,Feint Attack,Gust,Silver Wind,Bug Buzz,Night Slash,Bug Bite,Final Gambit,,,,,,,,,,,TM06 - Toxic,TM11 - Sunny Day,TM17 - Protect,TM19 - Giga Drain,TM22 - Solar Beam,TM28 - Dig,TM30 - Shadow Ball,TM32 - Double Team,TM37 - Sandstorm,TM40 - Aerial Ace,TM42 - Facade,TM44 - Rest,HM01 - Cut,HM05 - Flash,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double-Edge,Endure,Fury Cutter,Mud-Slap,Sleep Talk,Snore,Swagger,,,,,,,,,,,,,,,,,,
